index,employee_count,country,number_of_technologies,annual_rev
31124,5,United States,2,2085000
31125,12,United Kingdom,9,1745000
31126,2,United States,9,10000000
31127,220,United States,15,13696000
31128,0,Denmark,3,
31129,56,United States,0,3173000
31130,28,United States,14,
31131,0,United States,5,
31132,3,United States,5,4420000
31133,5,United States,7,432000
31134,0,Australia,1,
31135,0,United States,2,
31136,0,United States,7,6000000
31137,0,United States,7,2400000
31140,71,United States,19,6200000
31141,2,United States,0,6000000
31142,46,United States,6,10208000
31144,350,United States,4,25000000
31145,55,United States,34,7000000
31146,17,Canada,13,7000000
31147,56,United States,24,50000000
31149,3,Poland,5,2200000
31151,9,United States,0,5600000
31153,430,United States,11,115991000
31155,3,Canada,0,5258000
31156,31000,United States,72,15785000000
31157,280,Japan,15,13861000
31158,0,Australia,4,
31159,18,United States,8,1861000
31160,19,Canada,12,10000000
31161,5,United States,2,2000000
31162,6,Australia,8,
31163,110,United States,17,24200000
31164,6,United States,4,5382000
31165,40,United States,1,7000000
31166,63,United States,14,9000000
31167,10,United States,4,48611000
31168,2,Malaysia,17,8081000
31169,9,United States,14,2500000
31170,230,Australia,26,1373000
31171,320,United States,16,1000000
31173,9,United Kingdom,5,24000
31174,650,United Kingdom,10,585439000
31175,3,Saudi Arabia,8,
31176,3,Saudi Arabia,8,
31177,7,India,9,
31178,0,United Kingdom,4,
31179,2300,United States,25,179000000
31180,0,United Kingdom,2,
31181,43,United States,6,214000
31182,11,United States,8,11136000
31183,1,United States,1,9374000
31184,18,Brazil,23,126200000
31185,0,France,6,
31186,0,Turkey,2,
31187,89,United States,4,4130000
31188,43,United States,9,870000
31189,3,Italy,9,
31190,200,China,4,25000000
31191,2300,United States,21,4784000
31192,250,United States,8,45000000
31193,260,United States,20,100000000
31194,88,United States,7,31454000
31195,0,United States,5,
31196,47,United States,17,655000
31197,9,France,16,4600000
31198,12,Russia,4,
31199,15,India,5,4300000
31200,52,United States,4,1000000
31201,26,Netherlands,3,7000000
31202,0,Spain,0,
31203,49,Germany,14,5908000
31204,520,United States,15,90600000
31205,11,France,1,7371000
31207,26,United States,2,2546000
31208,180,United States,14,50000000
31209,2,United States,1,1400000
31210,2,United States,3,10000000
31211,360,China,4,1000000
31212,1,France,0,
31213,40,United States,15,3200000
31215,27000,Brazil,41,4713140000
31216,140,United States,14,20000000
31217,0,,1,
31218,110,Germany,11,5000000
31219,3,United States,2,7708000
31220,20,United States,5,21312000
31221,1,United States,0,
31222,4,Japan,9,
31225,0,Israel,3,
31226,18,India,0,800000000
31228,0,United Kingdom,10,
31229,320,United States,6,295623000
31230,3,Finland,10,2400000
31231,0,Spain,0,
31232,1300,United States,24,185000000
31233,39,United Kingdom,0,1000000
31234,0,United States,2,2400000
31235,450,United States,23,451981000
31236,4,United States,5,1791000
31237,0,,5,17500000
31239,2,United States,4,10000000
31240,36,United States,7,3000000
31241,0,,14,
31242,13,Denmark,21,
31243,8,India,0,
31244,2,India,18,
31245,0,United Kingdom,8,
31246,37,United States,4,5596000
31247,0,United States,8,2400000
31248,6,United States,1,4560000
31250,12,United States,1,24177000
31251,0,,0,7000000
31252,31,United States,20,10000000
31253,200,Germany,20,57000000
31254,3,United States,1,2400000
31255,14,United States,12,10000000
31256,0,Denmark,8,1400000
31257,0,Canada,2,
31259,0,India,2,
31260,1,United States,4,
31261,290,South Korea,12,474230000
31263,4,Finland,3,
31264,6,United States,22,2400000
31265,32,United States,9,13454000
31267,32,United States,32,25500000
31268,12,United States,14,5000000
31269,31,China,1,
31270,0,United States,2,
31271,7,United States,4,18316000
31272,38,United States,33,79900000
31273,10,Netherlands,5,
31274,12,South Africa,21,31163000
31275,94,Brazil,27,2500000
31276,0,United States,7,7000000
31277,1,Israel,1,7800000
31278,14,Portugal,19,322000
31279,200,United States,0,12947000
31280,7,United States,13,10000000
31281,33,France,2,
31282,4,United States,3,6227000
31283,0,,1,
31284,5,United States,3,6000000
31285,6,Belize,2,
31286,92,United States,13,3200000
31287,2,United States,3,13492000
31288,21,United Kingdom,8,7000000
31290,350,United States,6,154124000
31291,110,United States,6,20000000
31292,47,United States,25,7158000
31293,6,,2,20000
31294,27,United Kingdom,1,4536000
31295,65,United States,26,13000000
31297,0,Germany,6,
31298,0,Portugal,0,
31299,0,United States,4,
31300,14,Denmark,22,4600000
31301,130,United States,9,15000000
31302,190,Brazil,11,
31303,1,India,2,
31304,1100,India,38,10000000
31305,0,,18,
31306,33,United States,0,6306000
31307,0,Russia,0,
31308,0,China,1,
31309,33,Taiwan,10,1909000
31310,20,United States,21,1790000
31311,18,Malaysia,20,
31312,1,United States,0,1400000
31313,1,United States,1,3374000
31314,15,United Kingdom,5,2847000
31315,0,Canada,3,
31316,11,United States,10,5442000
31317,3000,Russia,21,1620267000
31318,0,United States,0,
31319,15,United States,1,2400000
31320,15,Taiwan,12,3500000
31321,3,Italy,3,
31322,0,United States,3,2400000
31325,77,France,21,142000
31326,45,France,25,8100000
31327,2,United States,0,10000000
31328,6,Turkey,5,329000
31329,0,Denmark,7,
31330,10,Iceland,6,10000000
31331,14,United States,14,4500000
31332,0,,8,
31333,20,United States,19,4842000
31334,38,Spain,15,2600000
31335,2,Netherlands,7,484000
31336,8,Belgium,9,165000
31337,150,China,2,1000000
31339,2,United States,10,4470000
31340,210,United States,15,11314000
31345,0,,1,
31341,0,United States,0,
31342,20,United States,13,4420000
31343,330,United States,14,2414000
31344,2700,United Kingdom,11,480884000
31347,0,United Kingdom,3,
31348,32,United States,4,2893000
31350,31,United States,6,11801000
31346,0,United Kingdom,1,
31351,110,United States,1,4037000
31352,450,Ireland,11,557598000
31353,580,United States,22,59082000
31354,23,United States,21,5000000
31355,4,France,7,2000000
31357,17,United States,4,16000000
31358,2,Latvia,7,
31359,92,China,4,150000000
31360,11,Bulgaria,10,
31361,7,India,7,82417000
31362,10,United States,9,2315000
31363,72,China,2,
31364,3,United States,1,2000000
31365,0,United States,0,
31367,1,Poland,0,
31368,1,United States,9,1702000
31370,5,,0,245000
31371,0,United States,5,
31372,6,United States,2,3000000
31373,82,United States,15,
31374,0,United States,2,
31375,28,United States,6,2011000
31377,3,Israel,10,
31378,0,United States,3,
31379,30,United States,14,2200000
31380,6,United Kingdom,3,
31381,0,,1,2400000
31382,0,Singapore,7,
31383,59,China,3,19710000
31384,17,United States,13,17500000
31385,17,United States,20,2000000
31386,23,Japan,21,11000000
31387,0,,1,2400000
31388,0,France,25,7000000
31389,1,United States,8,3248000
31390,95,United States,20,22348000
31391,16,India,0,599000
31392,4800,India,7,294533000
31393,94,United States,5,21606000
31394,6,India,5,10000000
31395,1,United States,6,35000000
31397,5,United States,7,637000
31398,160,United States,22,22500000
31399,0,Germany,7,
31400,0,United States,1,
31401,34,Germany,20,3000000
31402,2,Brazil,0,
31403,13,United States,20,10200000
31404,140,United States,2,5557000
31405,1,United States,2,7000000
31406,0,Ireland,6,
31407,0,United States,3,
31408,110,United States,19,7500000
31409,7,United States,33,6000000
31410,5,United States,4,401000
31411,43,South Korea,7,
31412,5,United States,7,5303000
31413,6,United States,18,7000
31414,150,United States,7,2338000
31415,1,United States,5,1400000
31416,160,United States,5,106000000
31417,8,Italy,5,230000
31418,1,Spain,2,
31419,3,United States,0,4420000
31420,50,United Arab Emirates,0,
31421,2,United States,5,2400000
31422,58,South Korea,7,3752000
31423,68,United States,20,5800000
31424,34,United States,3,900000
31425,54,Indonesia,19,1936000
31426,10,United States,5,10000000
31427,1,United States,5,25565000
31428,0,United States,9,
31429,0,United States,0,
31430,110,United States,9,23750000
31431,6,Russia,7,5654000
31432,43,Nigeria,25,20000000
31433,7,United States,14,4500000
31434,35,United States,8,
31435,10,United States,19,1642000
31436,0,United States,8,
31437,1,United Kingdom,7,3000000
31438,250,Portugal,8,16216000
31439,730,Belgium,7,203000
31440,73,Canada,4,5000000
31441,10,Sweden,10,
31443,20,China,5,
31444,1,United States,19,1500000
31445,53,India,16,
31446,0,,6,
31447,78,United States,16,10781000
31448,47,United States,0,2696000
31449,0,United States,3,2400000
31450,120,Russia,12,10000000
31451,860,Netherlands,14,50000000
31452,0,Russia,2,
31454,8,Spain,11,2000000
31455,6,Finland,23,
31456,440,United States,18,170000000
31457,0,United States,3,
31458,62,United States,18,10242000
31459,3,Australia,8,
31460,11,Azerbaijan,0,314000
31461,11,Israel,16,20721000
31462,400,United States,10,25000000
31463,27,United States,14,32536000
31464,0,United States,2,25000000
31465,0,,16,17500000
31466,850,United States,31,35000000
31467,2,United States,9,2400000
31468,0,United States,1,2400000
31469,9,Canada,13,5681000
31470,15,United States,12,11756000
31471,0,India,3,
31472,4,United States,14,150000000
31473,7,,2,635000
31474,200,Brazil,26,1000000
31475,27,United States,1,5615000
31476,75,United Kingdom,17,7200000
31477,2100,United States,46,22235000
31478,150,Brazil,22,16000000
31479,80,Australia,22,7000000
31480,1,United States,14,
31481,7,United States,1,1400000
31482,12,United States,5,112200000
31483,13,Germany,13,258000
31484,5,United Kingdom,11,116000
31485,0,Chile,1,
31486,3,United States,3,
31487,2,Italy,6,5000000
31488,0,United States,0,
31489,0,Argentina,8,8800000
31490,0,United States,3,
31491,9900,Spain,15,40369000
31492,19,Israel,7,7000000
31493,0,Ukraine,5,
31494,14,United States,26,11000000
31495,0,United States,0,
31496,0,United States,0,
31497,52,,3,1191000
31498,6,United States,7,392000
31499,5,South Korea,15,2400000
31500,3,Germany,2,175000
31501,36,Netherlands,3,6000000
31502,0,United States,0,
31503,13,United States,3,6000000
31504,36,United States,2,10000000
31505,5,United States,1,
31506,1,United States,9,172000
31507,16,United States,8,13771000
31508,12,United States,6,11500000
31509,4,Sweden,11,
31510,0,United Kingdom,3,
31511,0,United States,0,
31513,0,United States,1,6000000
31514,0,Thailand,14,
31515,10,India,3,10000000
31516,40,United States,13,211539000
31517,3,Australia,6,218000
31518,82,United States,7,2570000
31519,430,United States,15,75442000
31520,4,Lithuania,12,3637000
31521,59,United Kingdom,14,4415000
31522,9,United States,1,10200000
31523,200,United States,12,20000000
31524,65,United States,5,5000000
31526,1,Argentina,12,
31527,18,Sweden,10,5220000
31528,130,India,25,34360000
31530,0,United Kingdom,1,3000000
31531,34,United States,1,2154000
31535,29,United States,5,5513000
31536,3,Canada,1,1400000
31537,24,United States,3,
31538,0,,21,7000000
31539,10,United States,16,5500000
31540,9,China,0,10000000
31541,0,China,0,
31542,30,United States,4,1160000
31544,0,United States,7,
31545,0,,0,
31546,2,United States,9,4419000
31547,15,France,15,559000
31548,36,China,4,10000000
31549,650,United States,17,100000000
31550,2,Australia,15,
31551,10,,4,10000000
31552,0,United States,0,
31553,0,United States,4,7000000
31554,31,United States,1,4373000
31555,40,Israel,6,10738000
31556,0,Canada,1,
31557,0,United Kingdom,0,
31558,3,,9,196000
31559,8,Sweden,17,2000000
31560,22,United States,19,2000000
31561,26,United States,1,4901000
31562,2,United States,2,1321000
31563,0,United States,16,4200000
31564,2,United Kingdom,8,
31565,2,Germany,0,
31566,2,United States,0,10000000
31567,0,Canada,0,
31568,42,India,11,
31569,0,United Kingdom,7,25000000
31570,450,United Kingdom,22,293676000
31571,0,Ukraine,1,
31572,11,Israel,14,408000
31573,15,United States,13,12300000
31574,87,India,16,1300000
31575,4,United States,21,3577000
31576,760,India,24,26185000
31577,0,,0,
31578,480,United States,9,11000000
31579,4,,1,600000
31580,70,Canada,17,12050000
31582,18,France,9,
31583,0,Ecuador,10,
31584,88,China,6,10000000
31585,0,Turkey,0,
31586,0,Argentina,3,
31587,90,United States,8,236000000
31588,41,Luxembourg,9,35000000
31590,20,United States,0,
31591,0,,0,
31592,9,France,7,499000
31593,2,United Kingdom,14,5000000
31594,6,United States,5,5000000
31595,3,United States,4,2848000
31596,2,Russia,3,460000
31599,7,,0,332000
31600,4,United States,1,7565000
31601,1,United States,2,
31602,45,United States,16,3000000
31603,0,United States,3,
31604,0,United States,0,
31605,0,United States,0,2400000
31606,31,United States,8,3760000
31607,4,Australia,4,
31608,57,United States,17,3528000
31609,1,United States,1,7000000
31610,60,Brazil,6,
31611,46,Brazil,8,954000
31612,75,Spain,26,2000000
31613,0,Italy,0,
31614,5,United States,2,278000
31615,0,United States,0,1400000
31616,4,United States,6,1885000
31617,1,United States,0,2400000
31618,0,United States,0,
31619,51,United States,12,9185000
31620,280,United States,22,99900000
31621,15,United States,1,3300000
31622,0,United States,9,2400000
31623,5,Italy,22,23713000
31624,0,United Kingdom,0,
31625,0,,0,
31626,9,United Kingdom,11,14400000
31627,3,United States,2,6000000
31628,0,Canada,1,
31629,220,United States,16,35250000
31630,2,United States,4,4905000
31631,0,Philippines,2,
31632,120,United States,13,13996000
31633,0,United States,5,2000000
31634,0,United States,7,6000000
31635,0,United States,2,
31636,440,Brazil,6,
31637,400,United States,37,89130000
31638,0,,0,
31639,0,United States,0,
31641,410,United States,27,18000000
31642,0,Turkey,1,
31643,110,Turkey,1,15700000
31644,310,Jordan,8,19262000
31645,2,United States,3,2400000
31646,1,United States,14,3000000
31647,9,United States,29,1500000
31648,3,United States,8,10600000
31649,30,United States,17,5000000
31650,0,United States,2,
31651,710,United States,27,85000000
31652,90,United States,5,2804000
31653,32,United States,12,1000000
31654,250,United States,7,25000000
31656,14,United States,25,19500000
31657,2,United States,16,6825000
31658,9,United States,3,6000000
31659,99,United States,14,13500000
31660,2,Brazil,6,
31661,0,United States,0,
31662,220,United States,4,10000000
31663,2,Canada,3,3000000
31664,0,United Kingdom,2,7000000
31665,0,United States,4,35000000
31666,32,Japan,18,25100000
31667,58,United States,0,8790000
31668,1,United States,5,2400000
31669,520,United States,12,80000000
31670,4,France,9,
31671,2,United Kingdom,4,2400000
31672,44,United States,21,27882000
31673,3,,0,
31674,62,United States,7,12600000
31675,1,Ireland,8,1400000
31676,38,United States,17,5400000
31677,730,United States,20,400000000
31678,730,United States,20,400000000
31679,7,United States,5,2588000
31680,0,United States,0,
31682,4,United States,21,3667000
31684,530,United States,4,50000000
31685,0,United States,1,7000000
31686,12,France,22,250000
31687,62,United States,7,7042000
31688,5,United States,6,2000000
31690,0,United States,1,4200000
31691,42,United States,16,5000000
31692,36,United States,21,4100000
31693,350,Canada,1,5957000
31694,2,Israel,3,
31696,46,United Kingdom,21,1100000000
31697,4,United States,1,1855000
31698,2,Brazil,19,
31699,110,United States,10,16666000
31700,52,Japan,6,17655000
31701,290,United States,13,130000000
31702,180,United States,14,85000000
31703,1,United States,4,
31704,28,United States,3,2551000
31705,44,United States,3,2286000
31706,3,Canada,2,
31707,180,United States,13,174600000
